Input.wordnet_id,Input.class_index,Input.feature_index,Input.feature_rank,Answer.main
n02769748,414,1751,2,0
n02769748,414,1923,5,0
n02776631,415,423,5,0
n02776631,415,443,3,0
n02776631,415,1098,4,0
n02776631,415,1878,2,0
n02776631,415,1990,1,0
n02777292,416,132,5,1
n02777292,416,839,2,1
n02777292,416,852,4,1
n02777292,416,1002,1,1
n02777292,416,1535,3,1
n02782093,417,370,4,0
n02782093,417,782,5,0
n02782093,417,1225,1,0
n02782093,417,1397,3,0
n02782093,417,1763,2,0
n02783161,418,833,5,0
n02783161,418,1062,2,0
n02783161,418,1318,1,0
n02783161,418,1947,3,0
n02783161,418,1966,4,0
n02786058,419,102,2,0
n02786058,419,123,1,1
n02786058,419,447,4,1
n02786058,419,1164,5,0
n02786058,419,1853,3,0
n02787622,420,549,3,0
n02787622,420,1384,1,0
n02787622,420,1405,5,0
n02787622,420,1555,2,0
n02787622,420,1750,4,0
n02788148,421,35,1,0
n02788148,421,209,4,1
n02788148,421,231,2,0
n02788148,421,1440,5,0
n02788148,421,1953,3,1
n02790996,422,78,1,0
n02790996,422,235,3,0
n02790996,422,1043,2,0
n02790996,422,1417,5,1
n02790996,422,1796,4,1
n02791124,423,413,4,0
n02791124,423,923,5,0
n02791124,423,1079,3,0
n02791124,423,1394,1,0
n02791124,423,1418,2,0
n02791270,424,202,4,1
n02791270,424,466,3,0
n02791270,424,1046,5,0
n02791270,424,1418,1,0
n02791270,424,1990,2,0
n02793495,425,396,3,0
n02793495,425,582,2,0
n02793495,425,584,4,0
n02793495,425,1623,5,0
n02793495,425,1742,1,0
n02794156,426,270,5,0
n02794156,426,621,4,0
n02794156,426,970,2,0
n02794156,426,1446,1,0
n02794156,426,1519,3,0
n02795169,427,288,1,0
n02795169,427,854,3,0
n02795169,427,1270,2,0
n02795169,427,1635,4,0
n02795169,427,1777,5,0
n02797295,428,156,3,0
n02797295,428,1484,5,0
n02797295,428,1503,2,0
n02797295,428,1633,1,0
n02797295,428,1829,4,1
n02799071,429,352,1,0
n02799071,429,771,5,0
n02799071,429,1081,3,0
n02799071,429,1507,4,0
n02799071,429,2002,2,0
n02802426,430,352,3,1
n02802426,430,537,4,1
n02802426,430,839,1,1
n02802426,430,989,5,1
n02802426,430,1951,2,0
n02804414,431,46,1,0
n02804414,431,141,3,1
n02804414,431,353,4,1
n02804414,431,683,5,0
n02804414,431,1612,2,1
n02804610,432,640,2,0
n02804610,432,1292,5,0
n02804610,432,1318,1,0
n02804610,432,1361,3,0
n02804610,432,1932,4,1
n02807133,433,121,3,1
n02807133,433,755,4,1
n02807133,433,1340,2,1
n02807133,433,1591,5,1
n02807133,433,1609,1,1
n02808304,434,108,4,1
n02808304,434,141,1,1
n02808304,434,967,2,0
n02808304,434,1049,3,1
n02808304,434,1379,5,0
n02808440,435,419,4,0
n02808440,435,592,1,0
n02808440,435,662,5,0
n02808440,435,1308,2,0
n02808440,435,1934,3,0
n02814533,436,691,1,0
n02814533,436,864,5,0
n02814533,436,1026,4,0
n02814533,436,1515,2,0
n02814533,436,2012,3,0
n02814860,437,922,5,0
n02814860,437,1564,1,0
n02814860,437,1576,2,0
n02814860,437,1722,4,0
n02814860,437,1973,3,0
n02815834,438,75,4,0
n02815834,438,434,3,0
n02815834,438,1020,5,0
n02815834,438,1110,2,0
n02815834,438,1357,1,0
n02817516,439,77,2,0
n02817516,439,278,3,1
n02817516,439,580,1,1
n02817516,439,619,5,1
n02817516,439,755,4,1
n02823428,440,738,2,0
n02823428,440,1357,5,0
n02823428,440,1741,1,0
n02823428,440,1966,3,0
n02823428,440,2021,4,0
n02823750,441,701,4,0
n02823750,441,1110,2,0
n02823750,441,1255,5,0
n02823750,441,1357,1,0
n02823750,441,1663,3,0
n02825657,442,208,4,0
n02825657,442,536,5,0
n02825657,442,922,1,0
n02825657,442,1070,2,0
n02825657,442,1512,3,0
n02834397,443,204,3,0
n02834397,443,373,2,0
n02834397,443,634,1,0
n02834397,443,1194,4,0
n02834397,443,1355,5,0
n02835271,444,191,2,1
n02835271,444,348,1,0
n02835271,444,757,3,0
n02835271,444,1274,5,1
n02835271,444,1876,4,0
n02837789,445,202,5,0
n02837789,445,940,4,0
n02837789,445,989,2,0
n02837789,445,1340,1,0
n02837789,445,1535,3,1
n02840245,446,441,4,0
n02840245,446,799,3,0
n02840245,446,1443,1,0
n02840245,446,1525,5,0
n02840245,446,1883,2,0
n02841315,447,1024,3,0
n02841315,447,1178,2,0
n02841315,447,1678,5,0
n02841315,447,1701,1,0
n02841315,447,1757,4,0
n02843684,448,609,3,0
n02843684,448,1121,5,0
n02843684,448,1437,2,0
n02843684,448,1575,4,0
n02843684,448,1742,1,0
n02859443,449,76,3,1
n02859443,449,421,5,1
n02859443,449,516,1,1
n02859443,449,1036,4,1
n02859443,449,1742,2,0
n02860847,450,836,2,0
n02860847,450,869,4,0
n02860847,450,1403,3,0
n02860847,450,1415,1,0
n02860847,450,1752,5,0
n02865351,451,502,3,0
n02865351,451,736,4,0
n02865351,451,742,5,0
n02865351,451,1170,2,0
n02865351,451,1626,1,0
n02869837,452,40,5,0
n02869837,452,108,4,1
n02869837,452,627,3,0
n02869837,452,1609,1,1
n02869837,452,1922,2,1
n02870880,453,311,5,0
n02870880,453,1072,4,1
n02870880,453,1347,1,0
n02870880,453,1644,3,0
n02870880,453,1883,2,0
n02871525,454,311,4,0
n02871525,454,1072,2,0
n02871525,454,1644,1,0
n02871525,454,1883,3,0
n02871525,454,1990,5,0
n02877765,455,927,3,0
n02877765,455,1473,5,0
n02877765,455,1555,1,0
n02877765,455,1903,4,0
n02877765,455,1988,2,0
n02879718,456,566,4,1
n02879718,456,992,1,0
n02879718,456,1213,2,0
n02879718,456,1434,5,1
n02879718,456,1773,3,0
n02883205,457,183,2,0
n02883205,457,250,1,0
n02883205,457,503,4,0
n02883205,457,1108,3,0
n02883205,457,1137,5,0
n02892201,458,18,1,0
n02892201,458,31,3,0
n02892201,458,427,4,0
n02892201,458,1450,2,0
n02892201,458,1505,5,0
n02892767,459,740,4,0
n02892767,459,792,2,0
n02892767,459,945,3,0
n02892767,459,1302,5,0
n02892767,459,1340,1,1
n02894605,460,76,2,1
n02894605,460,421,1,1
n02894605,460,961,4,1
n02894605,460,1140,3,1
n02894605,460,1752,5,0
n02895154,461,498,3,0
n02895154,461,628,1,0
n02895154,461,634,5,0
n02895154,461,1778,2,0
n02895154,461,1793,4,0
n02906734,462,252,3,0
n02906734,462,507,4,0
n02906734,462,644,2,0
n02906734,462,1177,5,0
n02906734,462,1699,1,0
n02909870,463,91,4,0
n02909870,463,142,5,0
n02909870,463,288,1,0
n02909870,463,840,2,0
n02909870,463,1663,3,0
n02910353,464,605,5,0
n02910353,464,765,2,0
n02910353,464,1246,3,0
n02910353,464,1693,1,0
n02910353,464,1852,4,0
n02916936,465,634,1,0
n02916936,465,1509,5,0
n02916936,465,1540,3,0
n02916936,465,1778,2,0
n02916936,465,1923,4,0
n02917067,466,56,1,1
n02917067,466,499,4,0
n02917067,466,680,3,0
n02917067,466,831,2,0
n02917067,466,1415,5,0
n02927161,467,48,1,0
n02927161,467,110,2,0
n02927161,467,259,5,0
n02927161,467,1321,3,0
n02927161,467,1878,4,0
n02930766,468,691,1,0
n02930766,468,864,5,0
n02930766,468,1026,2,1
n02930766,468,1515,3,0
n02930766,468,1538,4,0
n02939185,469,288,3,0
n02939185,469,650,1,0
n02939185,469,895,5,0
n02939185,469,1157,2,0
n02939185,469,1902,4,0
n02948072,470,380,1,0
n02948072,470,858,5,0
n02948072,470,1287,3,1
n02948072,470,1743,4,0
n02948072,470,1986,2,0
n02950826,471,78,3,0
n02950826,471,465,2,0
n02950826,471,566,5,0
n02950826,471,1481,1,0
n02950826,471,1739,4,0
n02951358,472,435,5,1
n02951358,472,516,2,1
n02951358,472,1325,3,1
n02951358,472,1346,1,0
n02951358,472,1413,4,0
n02951585,473,118,2,1
n02951585,473,515,5,0
n02951585,473,750,1,0
n02951585,473,833,4,1
n02951585,473,891,3,0
n02963159,474,324,3,0
n02963159,474,425,2,0
n02963159,474,538,5,0
n02963159,474,627,1,0
n02963159,474,1893,4,0
n02965783,475,327,1,0
n02965783,475,824,5,0
n02965783,475,1136,2,0
n02965783,475,1534,4,0
n02965783,475,1751,3,0
n02966193,476,265,1,0
n02966193,476,1474,2,0
n02966193,476,1714,5,0
n02966193,476,1760,3,0
n02966193,476,1841,4,0
n02966687,477,620,2,0
n02966687,477,1062,1,0
n02966687,477,1443,3,0
n02966687,477,1455,4,0
n02966687,477,1734,5,0
n02971356,478,1187,2,0
n02971356,478,1191,1,0
n02971356,478,1219,5,0
n02971356,478,1450,4,0
n02971356,478,1916,3,0
n02974003,479,238,2,0
n02974003,479,465,1,0
n02974003,479,691,5,1
n02974003,479,1067,3,0
n02974003,479,1607,4,0
n02977058,480,779,3,0
n02977058,480,946,1,0
n02977058,480,1043,2,0
n02977058,480,1411,4,0
n02977058,480,1952,5,0
n02978881,481,47,1,0
n02978881,481,152,3,0
n02978881,481,773,2,0
n02978881,481,1369,5,0
n02978881,481,1437,4,0
n02979186,482,756,5,0
n02979186,482,1151,1,0
n02979186,482,1320,2,0
n02979186,482,1701,4,0
n02979186,482,1766,3,0
n02980441,483,582,5,0
n02980441,483,950,4,0
n02980441,483,1070,2,0
n02980441,483,1576,1,0
n02980441,483,1577,3,0
n02981792,484,89,2,0
n02981792,484,305,1,0
n02981792,484,961,3,1
n02981792,484,1346,5,0
n02981792,484,1536,4,0
n02988304,485,773,5,0
n02988304,485,1151,1,0
n02988304,485,1320,2,0
n02988304,485,1463,3,0
n02988304,485,1963,4,0
n02992211,486,262,1,0
n02992211,486,302,5,0
n02992211,486,1361,2,0
n02992211,486,1384,4,0
n02992211,486,1503,3,0
n02992529,487,253,4,0
n02992529,487,280,2,0
n02992529,487,1463,1,0
n02992529,487,1469,5,0
n02992529,487,1701,3,0
n02999410,488,431,2,0
n02999410,488,938,1,0
n02999410,488,1116,5,0
n02999410,488,1223,3,0
n02999410,488,1470,4,0
n03000134,489,350,3,0
n03000134,489,991,2,0
n03000134,489,1251,1,0
n03000134,489,1295,5,0
n03000134,489,1401,4,0
n03000247,490,425,5,0
n03000247,490,501,4,0
n03000247,490,667,3,0
n03000247,490,694,2,0
n03000247,490,1748,1,0
n03000684,491,713,2,0
n03000684,491,1066,5,0
n03000684,491,1274,4,1
n03000684,491,1352,1,0
n03000684,491,1734,3,0
n03014705,492,105,2,0
n03014705,492,441,3,0
n03014705,492,841,5,0
n03014705,492,1436,1,0
n03014705,492,1902,4,0
n03016953,493,105,2,0
n03016953,493,636,4,0
n03016953,493,1347,3,0
n03016953,493,1902,1,0
n03016953,493,2017,5,0
n03017168,494,302,1,0
n03017168,494,365,5,0
n03017168,494,620,2,0
n03017168,494,1007,3,0
n03017168,494,1683,4,0
n03018349,495,496,2,0
n03018349,495,669,5,0
n03018349,495,779,3,0
n03018349,495,1347,1,0
n03018349,495,2019,4,0
n03026506,496,590,1,0
n03026506,496,619,2,0
n03026506,496,668,5,0
n03026506,496,1354,3,0
n03026506,496,1816,4,0
n03028079,497,208,1,0
n03028079,497,922,2,0
n03028079,497,950,3,0
n03028079,497,1512,5,0
n03028079,497,1577,4,0
n03032252,498,466,4,0
n03032252,498,723,2,0
n03032252,498,914,5,0
n03032252,498,942,1,0
n03032252,498,1973,3,0
n03041632,499,515,5,0
n03041632,499,750,1,0
n03041632,499,765,4,0
n03041632,499,1144,2,0
n03041632,499,1379,3,0
n03042490,500,90,5,0
n03042490,500,199,4,0
n03042490,500,719,3,0
n03042490,500,928,2,0
n03042490,500,1860,1,0
n03045698,501,264,2,0
n03045698,501,406,4,0
n03045698,501,830,1,0
n03045698,501,876,5,0
n03045698,501,1399,3,0
n03047690,502,448,5,0
n03047690,502,648,1,0
n03047690,502,827,2,0
n03047690,502,1311,3,0
n03047690,502,1621,4,0
n03062245,503,1019,5,0
n03062245,503,1020,3,0
n03062245,503,1167,4,0
n03062245,503,1357,2,0
n03062245,503,1663,1,0
n03063599,504,98,1,0
n03063599,504,471,5,0
n03063599,504,633,2,0
n03063599,504,1378,4,0
n03063599,504,1837,3,0
n03063689,505,471,1,0
n03063689,505,959,5,0
n03063689,505,1020,4,0
n03063689,505,1378,2,0
n03063689,505,1837,3,0
n03065424,506,209,2,0
n03065424,506,247,3,0
n03065424,506,559,5,0
n03065424,506,1492,4,0
n03065424,506,1703,1,0
n03075370,507,1198,1,0
n03075370,507,1595,5,0
n03075370,507,1701,2,0
n03075370,507,1897,4,0
n03075370,507,1980,3,0
n03085013,508,325,1,0
n03085013,508,510,5,0
n03085013,508,1375,4,0
n03085013,508,1463,3,0
n03085013,508,1832,2,0
n03089624,509,1056,1,0
n03089624,509,1644,2,0
n03089624,509,1761,5,0
n03089624,509,1771,4,0
n03089624,509,1990,3,0
n03095699,510,560,1,0
n03095699,510,913,2,1
n03095699,510,1018,5,0
n03095699,510,1134,4,0
n03095699,510,1536,3,0
n03100240,511,524,3,0
n03100240,511,691,1,0
n03100240,511,780,5,0
n03100240,511,864,2,0
n03100240,511,1432,4,0
n03109150,512,775,1,0
n03109150,512,1116,5,0
n03109150,512,1470,2,0
n03109150,512,1473,4,0
n03109150,512,1542,3,0
n03110669,513,424,5,0
n03110669,513,502,3,0
n03110669,513,640,1,0
n03110669,513,1784,2,0
n03110669,513,1897,4,0
n03124043,514,284,1,0
n03124043,514,827,5,0
n03124043,514,902,3,0
n03124043,514,1426,4,0
n03124043,514,2014,2,0
n03124170,515,77,2,0
n03124170,515,108,4,1
n03124170,515,140,3,0
n03124170,515,1298,1,0
n03124170,515,1705,5,1
n03125729,516,46,1,0
n03125729,516,624,4,0
n03125729,516,997,5,0
n03125729,516,1612,3,0
n03125729,516,1706,2,0
n03126707,517,402,3,0
n03126707,517,545,2,0
n03126707,517,560,1,0
n03126707,517,721,5,0
n03126707,517,994,4,0
n03127747,518,77,1,0
n03127747,518,552,5,0
n03127747,518,637,3,0
n03127747,518,1609,2,1
n03127747,518,1769,4,0
n03127925,519,529,2,0
n03127925,519,577,3,0
n03127925,519,1187,1,0
n03127925,519,1307,5,0
n03127925,519,1369,4,0
n03131574,520,5,5,0
n03131574,520,46,2,0
n03131574,520,624,4,0
n03131574,520,1612,3,1
n03131574,520,1706,1,0
n03133878,521,9,3,0
n03133878,521,91,4,0
n03133878,521,98,5,0
n03133878,521,895,1,1
n03133878,521,1632,2,0
n03134739,522,32,5,1
n03134739,522,693,2,0
n03134739,522,1050,3,1
n03134739,522,1397,1,0
n03134739,522,1856,4,1
n03141823,523,302,2,0
n03141823,523,992,4,0
n03141823,523,1254,3,0
n03141823,523,1260,1,0
n03141823,523,1501,5,1
n03146219,524,498,3,0
n03146219,524,628,1,0
n03146219,524,1501,4,0
n03146219,524,1778,2,0
n03146219,524,1852,5,0
n03160309,525,199,2,0
n03160309,525,764,3,0
n03160309,525,832,5,0
n03160309,525,1140,1,1
n03160309,525,1926,4,0
n03179701,526,2,4,1
n03179701,526,437,5,0
n03179701,526,951,3,0
n03179701,526,1670,2,0
n03179701,526,1832,1,1
n03180011,527,253,2,0
n03180011,527,489,5,0
n03180011,527,951,4,1
n03180011,527,1670,3,1
n03180011,527,1832,1,0
n03187595,528,1648,5,0
n03187595,528,1700,2,0
n03187595,528,1834,3,0
n03187595,528,1865,4,0
n03187595,528,1952,1,0
n03188531,529,141,2,1
n03188531,529,1308,4,1
n03188531,529,1340,1,1
n03188531,529,1568,3,1
n03188531,529,1612,5,0
n03196217,530,27,2,0
n03196217,530,198,5,0
n03196217,530,374,4,0
n03196217,530,610,3,0
n03196217,530,1511,1,0
n03197337,531,270,4,0
n03197337,531,621,5,0
n03197337,531,970,2,0
n03197337,531,1446,3,0
n03197337,531,1511,1,0
n03201208,532,2,5,1
n03201208,532,176,1,1
n03201208,532,437,2,0
n03201208,532,616,4,1
n03201208,532,1633,3,1
n03207743,533,487,4,0
n03207743,533,627,1,0
n03207743,533,1228,2,0
n03207743,533,1443,5,0
n03207743,533,1600,3,0
n03207941,534,105,2,0
n03207941,534,659,4,0
n03207941,534,1080,1,0
n03207941,534,1291,3,1
n03207941,534,1925,5,0
n03208938,535,238,1,0
n03208938,535,757,2,0
n03208938,535,1607,3,0
n03208938,535,1703,4,0
n03208938,535,1739,5,0
n03216828,536,76,4,1
n03216828,536,89,3,1
n03216828,536,516,2,1
n03216828,536,1140,5,0
n03216828,536,1536,1,1
n03218198,537,0,5,1
n03218198,537,127,4,1
n03218198,537,161,2,1
n03218198,537,417,1,1
n03218198,537,1959,3,1
n03220513,538,164,4,0
n03220513,538,180,3,0
n03220513,538,208,1,0
n03220513,538,1014,5,0
n03220513,538,1512,2,0
n03223299,539,441,3,0
n03223299,539,487,1,0
n03223299,539,1567,4,1
n03223299,539,1890,2,0
n03223299,539,1899,5,0
n03240683,540,560,1,0
n03240683,540,607,2,0
n03240683,540,929,5,0
n03240683,540,961,4,1
n03240683,540,1112,3,0
n03249569,541,1078,3,0
n03249569,541,1165,1,0
n03249569,541,1292,2,0
n03249569,541,1555,4,0
n03249569,541,1750,5,0
n03250847,542,507,1,0
n03250847,542,1052,2,0
n03250847,542,1165,5,1
n03250847,542,1260,3,0
n03250847,542,1680,4,0
n03255030,543,78,3,0
n03255030,543,187,4,0
n03255030,543,235,1,0
n03255030,543,566,2,0
n03255030,543,1754,5,0
n03259280,544,9,4,0
n03259280,544,288,3,0
n03259280,544,650,1,0
n03259280,544,895,2,1
n03259280,544,1632,5,0
n03271574,545,247,5,1
n03271574,545,351,2,0
n03271574,545,907,1,0
n03271574,545,1079,4,0
n03271574,545,1213,3,0
n03272010,546,204,3,0
n03272010,546,1006,5,0
n03272010,546,1384,1,0
n03272010,546,1594,2,0
n03272010,546,1920,4,0
n03272562,547,56,1,0
n03272562,547,1134,2,0
n03272562,547,1210,3,0
n03272562,547,1527,5,1
n03272562,547,1877,4,0
n03290653,548,253,1,0
n03290653,548,779,2,0
n03290653,548,1131,5,1
n03290653,548,1151,4,0
n03290653,548,1347,3,0
n03291819,549,441,1,0
n03291819,549,674,2,0
n03291819,549,791,5,0
n03291819,549,872,4,0
n03291819,549,1095,3,0
n03297495,550,162,4,0
n03297495,550,571,1,0
n03297495,550,584,3,0
n03297495,550,1595,2,0
n03297495,550,1894,5,0
n03314780,551,365,4,0
n03314780,551,799,2,0
n03314780,551,1129,3,0
n03314780,551,1555,5,0
n03314780,551,1950,1,0
n03325584,552,1557,1,0
n03325584,552,1625,5,0
n03325584,552,1707,3,0
n03325584,552,1799,2,0
n03325584,552,1845,4,0
n03337140,553,105,1,0
n03337140,553,322,5,0
n03337140,553,636,4,0
n03337140,553,1347,2,0
n03337140,553,1902,3,0
n03344393,554,579,1,1
n03344393,554,961,4,0
n03344393,554,1536,2,0
n03344393,554,1855,5,1
n03344393,554,2010,3,1
n03345487,555,619,1,0
n03345487,555,653,3,0
n03345487,555,1210,2,0
n03345487,555,1211,5,0
n03345487,555,1656,4,0
n03347037,556,1131,4,0
n03347037,556,1214,3,0
n03347037,556,1341,2,0
n03347037,556,1440,1,0
n03347037,556,1899,5,0
n03355925,557,526,2,1
n03355925,557,1177,1,0
n03355925,557,1354,3,1
n03355925,557,1808,5,1
n03355925,557,1895,4,1
n03372029,558,515,5,0
n03372029,558,640,2,0
n03372029,558,1052,3,0
n03372029,558,1318,4,0
n03372029,558,1361,1,0
n03376595,559,176,5,0
n03376595,559,997,2,0
n03376595,559,1342,4,0
n03376595,559,1394,1,0
n03376595,559,1633,3,0
n03379051,560,498,1,0
n03379051,560,637,5,0
n03379051,560,836,4,0
n03379051,560,1897,3,0
n03379051,560,2002,2,0
n03384352,561,469,1,0
n03384352,561,512,3,0
n03384352,561,943,2,0
n03384352,561,1067,5,0
n03384352,561,1739,4,0
n03388043,562,261,2,0
n03388043,562,579,1,0
n03388043,562,715,5,1
n03388043,562,1520,3,0
n03388043,562,2010,4,0
n03388183,563,1062,4,0
n03388183,563,1144,3,0
n03388183,563,1318,2,0
n03388183,563,1947,5,0
n03388183,563,1966,1,0
n03388549,564,213,3,0
n03388549,564,239,4,0
n03388549,564,1190,5,0
n03388549,564,1402,2,0
n03388549,564,1562,1,0
n03393912,565,56,2,0
n03393912,565,69,1,0
n03393912,565,210,5,0
n03393912,565,1182,3,0
n03393912,565,1998,4,0
n03394916,566,177,3,0
n03394916,566,247,4,0
n03394916,566,640,1,0
n03394916,566,1498,5,0
n03394916,566,1784,2,0
n03400231,567,9,3,0
n03400231,567,650,1,0
n03400231,567,895,2,1
n03400231,567,1345,5,1
n03400231,567,2000,4,1
n03404251,568,16,2,0
n03404251,568,425,3,0
n03404251,568,740,5,0
n03404251,568,876,1,0
n03404251,568,1553,4,0
n03417042,569,286,5,0
n03417042,569,785,4,0
n03417042,569,1135,3,0
n03417042,569,1210,1,0
n03417042,569,1211,2,0
n03424325,570,637,3,0
n03424325,570,1265,4,0
n03424325,570,1409,1,0
n03424325,570,1739,5,0
n03424325,570,1754,2,0
n03425413,571,621,2,0
n03425413,571,809,3,0
n03425413,571,1254,4,0
n03425413,571,1284,1,0
n03425413,571,1685,5,0
n03443371,572,782,4,0
n03443371,572,1110,3,0
n03443371,572,1232,1,0
n03443371,572,1357,2,0
n03443371,572,1520,5,0
n03444034,573,834,4,0
n03444034,573,1325,5,0
n03444034,573,1464,2,0
n03444034,573,1485,3,1
n03444034,573,1888,1,1
n03445777,574,771,1,0
n03445777,574,939,5,0
n03445777,574,1103,2,0
n03445777,574,1397,3,0
n03445777,574,2002,4,0
n03445924,575,882,1,1
n03445924,575,1067,4,0
n03445924,575,1118,3,0
n03445924,575,1325,5,0
n03445924,575,1464,2,0
n03447447,576,362,1,0
n03447447,576,481,3,1
n03447447,576,519,5,0
n03447447,576,808,4,0
n03447447,576,1772,2,1
n03447721,577,47,4,0
n03447721,577,78,2,0
n03447721,577,650,1,0
n03447721,577,947,5,0
n03447721,577,1683,3,0
n03450230,578,266,4,1
n03450230,578,830,1,0
n03450230,578,1340,2,0
n03450230,578,1629,5,0
n03450230,578,1807,3,0
n03452741,579,427,3,0
n03452741,579,760,4,0
n03452741,579,1266,2,0
n03452741,579,1451,5,0
n03452741,579,1633,1,0
n03457902,580,798,5,0
n03457902,580,1368,4,0
n03457902,580,1529,1,0
n03457902,580,1810,2,0
n03457902,580,1933,3,1
n03459775,581,524,3,0
n03459775,581,596,2,0
n03459775,581,691,4,0
n03459775,581,1238,1,0
n03459775,581,1432,5,0
n03461385,582,1046,4,0
n03461385,582,1056,2,0
n03461385,582,1107,5,0
n03461385,582,1644,3,0
n03461385,582,1990,1,0
n03467068,583,213,1,0
n03467068,583,456,3,0
n03467068,583,1327,4,0
n03467068,583,1342,2,0
n03467068,583,1427,5,0
n03476684,584,792,1,0
n03476684,584,859,3,0
n03476684,584,1116,2,0
n03476684,584,1170,5,0
n03476684,584,1799,4,0
n03476991,585,375,4,0
n03476991,585,1019,1,0
n03476991,585,1400,5,0
n03476991,585,1799,3,0
n03476991,585,1966,2,0
n03478589,586,1008,1,0
n03478589,586,1067,4,0
n03478589,586,1106,2,0
n03478589,586,1210,5,0
n03478589,586,1530,3,0
n03481172,587,507,1,0
n03481172,587,765,3,1
n03481172,587,1062,4,1
n03481172,587,1227,2,0
n03481172,587,1455,5,0
n03482405,588,834,4,1
n03482405,588,921,2,0
n03482405,588,1436,3,0
n03482405,588,1442,5,0
n03482405,588,1987,1,0
n03483316,589,566,1,0
n03483316,589,637,5,0
n03483316,589,1213,4,0
n03483316,589,1717,2,0
n03483316,589,1813,3,0
n03485407,590,253,2,0
n03485407,590,280,4,0
n03485407,590,1463,1,0
n03485407,590,1469,5,0
n03485407,590,1832,3,0
n03485794,591,967,3,0
n03485794,591,1355,5,0
n03485794,591,1377,1,0
n03485794,591,1867,2,0
n03485794,591,1929,4,0
n03492542,592,53,2,0
n03492542,592,270,1,0
n03492542,592,344,4,0
n03492542,592,1055,5,0
n03492542,592,1828,3,0
n03494278,593,21,2,0
n03494278,593,152,3,0
n03494278,593,515,5,0
n03494278,593,800,1,0
n03494278,593,1838,4,0
n03495258,594,657,3,0
n03495258,594,1235,4,0
n03495258,594,1284,5,0
n03495258,594,1765,1,0
n03495258,594,1945,2,0
n03496892,595,157,3,0
n03496892,595,330,2,0
n03496892,595,1067,4,0
n03496892,595,1208,1,0
n03496892,595,1521,5,0
n03498962,596,507,1,0
n03498962,596,515,3,0
n03498962,596,750,5,0
n03498962,596,765,4,0
n03498962,596,1680,2,0
n03527444,597,765,5,1
n03527444,597,1185,1,0
n03527444,597,1543,2,0
n03527444,597,1665,4,0
n03527444,597,1695,3,0
n03529860,598,253,1,0
n03529860,598,391,4,1
n03529860,598,849,3,1
n03529860,598,1131,5,1
n03529860,598,1669,2,1
n03530642,599,694,5,0
n03530642,599,810,4,0
n03530642,599,835,2,0
n03530642,599,1251,3,0
n03530642,599,1800,1,0
n03532672,600,376,2,0
n03532672,600,714,3,0
n03532672,600,901,5,0
n03532672,600,1042,1,0
n03532672,600,1658,4,0
n03534580,601,355,4,0
n03534580,601,356,3,0
n03534580,601,406,2,0
n03534580,601,830,1,0
n03534580,601,1216,5,0
n03535780,602,132,3,1
n03535780,602,576,5,1
n03535780,602,839,4,1
n03535780,602,1002,1,1
n03535780,602,1692,2,1
n03538406,603,503,2,0
n03538406,603,1208,4,0
n03538406,603,1526,1,1
n03538406,603,1633,3,0
n03538406,603,1634,5,1
n03544143,604,882,4,0
n03544143,604,945,1,0
n03544143,604,1342,5,0
n03544143,604,1900,2,0
n03544143,604,2010,3,0
n03584254,605,33,4,0
n03584254,605,47,3,0
n03584254,605,280,1,0
n03584254,605,1369,5,0
n03584254,605,1463,2,0
n03584829,606,197,4,0
n03584829,606,505,5,0
n03584829,606,857,2,0
n03584829,606,974,1,0
n03584829,606,1330,3,0
n03590841,607,316,1,0
n03590841,607,361,2,0
n03590841,607,610,5,0
n03590841,607,934,3,0
n03590841,607,1986,4,0
n03594734,608,727,3,0
n03594734,608,904,4,0
n03594734,608,1847,1,0
n03594734,608,1867,2,0
n03594734,608,1893,5,0
n03594945,609,691,1,0
n03594945,609,1067,2,0
n03594945,609,1100,4,0
n03594945,609,1208,5,0
n03594945,609,1515,3,0
n03595614,610,425,2,0
n03595614,610,1073,5,0
n03595614,610,1540,3,0
n03595614,610,1593,1,0
n03595614,610,1778,4,0
n03598930,611,201,1,0
n03598930,611,219,5,0
n03598930,611,1030,3,1
n03598930,611,1519,2,0
n03598930,611,1849,4,0
n03599486,612,62,3,0
n03599486,612,348,1,0
n03599486,612,1394,4,0
n03599486,612,1705,5,0
n03599486,612,1876,2,0
n03602883,613,693,5,0
n03602883,613,953,1,0
n03602883,613,1386,3,0
n03602883,613,1469,2,0
n03602883,613,1615,4,0
n03617480,614,16,2,0
n03617480,614,1150,1,0
n03617480,614,1355,5,0
n03617480,614,1501,4,0
n03617480,614,1807,3,0
n03623198,615,340,5,0
n03623198,615,455,4,0
n03623198,615,637,2,0
n03623198,615,1509,1,0
n03623198,615,2013,3,0
n03627232,616,431,1,0
n03627232,616,1228,2,0
n03627232,616,1429,3,0
n03627232,616,1594,5,0
n03627232,616,2036,4,0
n03630383,617,394,4,1
n03630383,617,425,3,0
n03630383,617,1031,5,0
n03630383,617,1179,1,0
n03630383,617,2026,2,0
n03633091,618,107,3,0
n03633091,618,290,5,0
n03633091,618,507,1,0
n03633091,618,750,2,0
n03633091,618,895,4,0
n03637318,619,154,4,0
n03637318,619,398,5,0
n03637318,619,1520,3,0
n03637318,619,1740,1,0
n03637318,619,1944,2,0
n03642806,620,253,2,0
n03642806,620,325,4,0
n03642806,620,804,5,0
n03642806,620,885,3,0
